Gene	Name/Alias	HGNC ID	Location	Metabolic pathway	Reference
USP26	ubiquitin specific peptidase 26	HGNC:13485	Xq26.2	Isolated	
USP27X	ubiquitin specific peptidase 27 X-linked	HGNC:13486	Xp11.23	Isolated	
USP28	ubiquitin specific peptidase 28	HGNC:12625	11q23.2	Isolated	
USP29	ubiquitin specific peptidase 29	HGNC:18563	19q13.43	Isolated	
USP3	ubiquitin specific peptidase 3	HGNC:12626	15q22.31	Isolated	
USP30	ubiquitin specific peptidase 30	HGNC:20065	12q24.11	Isolated	
USP31	ubiquitin specific peptidase 31	HGNC:20060	16p12.2	Isolated	
USP48	ubiquitin specific peptidase 48	HGNC:18533	1p36.12	Isolated	
USP32	ubiquitin specific peptidase 32	HGNC:19143	17q23.3	Isolated	
USP33	ubiquitin specific peptidase 33	HGNC:20059	1p31.1	Isolated	
USP34	ubiquitin specific peptidase 34	HGNC:20066	2p15	Isolated	
USP35	ubiquitin specific peptidase 35	HGNC:20061	11q14.1	Isolated	
USP36	ubiquitin specific peptidase 36	HGNC:20062	17q25.3	Isolated	
USP37	ubiquitin specific peptidase 37	HGNC:20063	2q35	Isolated	
USP38	ubiquitin specific peptidase 38	HGNC:20067	4q31.21	Isolated	
USP4	ubiquitin specific peptidase 4	HGNC:12627	3p21.31	Isolated	
USP40	ubiquitin specific peptidase 40	HGNC:20069	2q37.1	Isolated	
USP41	ubiquitin specific peptidase 41	HGNC:20070	22q11.21	Isolated	
USP42	ubiquitin specific peptidase 42	HGNC:20068	7p22.1	Isolated	
USP43	ubiquitin specific peptidase 43	HGNC:20072	17p13.1	Isolated	
USP44	ubiquitin specific peptidase 44	HGNC:20064	12q22	Isolated	
USP45	ubiquitin specific peptidase 45	HGNC:20080	6q16.2	Isolated	
USP46	ubiquitin specific peptidase 46	HGNC:20075	4q12	Isolated	
USP47	ubiquitin specific peptidase 47	HGNC:20076	11p15.3	Isolated	
USP48	ubiquitin specific peptidase 48	HGNC:18533	1p36.12	Isolated	
USP49	ubiquitin specific peptidase 49	HGNC:20078	6p21.1	Isolated	
USP5	ubiquitin specific peptidase 5	HGNC:12628	12p13	Isolated	
USP51	ubiquitin specific peptidase 51	HGNC:23086	Xp11.21	Isolated	
USP6	ubiquitin specific peptidase 6	HGNC:12629	17p13.2	Isolated	
USP7	ubiquitin specific peptidase 7	HGNC:12630	16p13.2	Isolated	
USP8	ubiquitin specific peptidase 8	HGNC:12631	15q21.2	Isolated	
USP9X	ubiquitin specific peptidase 9 X-linked	HGNC:12632	Xp11.4	Isolated	
USP9Y	ubiquitin specific peptidase 9 Y-linked	HGNC:12633	Yq11.221	Isolated	
VKORC1	vitamin K epoxide reductase complex subunit 1	HGNC:23663	16p11.2	Isolated	
VNN3	vanin 3	HGNC:16431	6q23.2	Isolated	
VRK1	VRK serine/threonine kinase 1	HGNC:12718	14q32.2	Isolated	
VRK2	VRK serine/threonine kinase 2	HGNC:12719	2p16.1	Isolated	
VRK3	VRK serine/threonine kinase 3	HGNC:18996	19q13.33	Isolated	
WEE1	WEE1 G2 checkpoint kinase	HGNC:12761	11p15.4	Isolated	
WEE2	WEE2 oocyte meiosis inhibiting kinase	HGNC:19684	7q34	Isolated	
WNK1	WNK lysine deficient protein kinase 1	HGNC:14540	12p13.33	Isolated	
WNK2	WNK lysine deficient protein kinase 2	HGNC:14542	9q22.31	Isolated	
WNK3	WNK lysine deficient protein kinase 3	HGNC:14543	Xp11.22	Isolated	
WNK4	WNK lysine deficient protein kinase 4	HGNC:14544	17q21.2	Isolated	
WWP1	WW domain containing E3 ubiquitin protein ligase 1	HGNC:17004	8q21.3	Isolated	
WWP2	WW domain containing E3 ubiquitin protein ligase 2	HGNC:16804	16q22.1	Isolated	
ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	HGNC:23721	7q34	Isolated	
ZNRF1	zinc and ring finger 1	HGNC:18452	16q23.1	Isolated	
ZNRF2	zinc and ring finger 2	HGNC:22316	7p14.3	Isolated	
ZSWIM2	zinc finger SWIM-type containing 2	HGNC:30990	2q32.1	Isolated	
B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	HGNC:15629	2p15	Keratan sulfate biosynthesis	
B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	HGNC:13528	19p13.11	Keratan sulfate biosynthesis	
B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	HGNC:15683	12q24.31	Keratan sulfate biosynthesis	
B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	HGNC:18811	2q37.1	Keratan sulfate biosynthesis	
B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	HGNC:24139	19q13.2	Keratan sulfate biosynthesis	
B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	HGNC:21727	17q25.3	Keratan sulfate biosynthesis	
B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	HGNC:21727	17q25.3	Keratan sulfate biosynthesis	
B4GALT1	beta-1,4-galactosyltransferase 1	HGNC:924	9p21.1	Keratan sulfate biosynthesis	
B4GALT2	beta-1,4-galactosyltransferase 2	HGNC:925	1p34.1	Keratan sulfate biosynthesis	
B4GALT3	beta-1,4-galactosyltransferase 3	HGNC:926	1q23.3	Keratan sulfate biosynthesis	
B4GALT5	beta-1,4-galactosyltransferase 5	HGNC:928	20q13.13	Keratan sulfate biosynthesis	
B4GAT1	beta-1,4-glucuronyltransferase 1	HGNC:15685	11q13.2	Keratan sulfate biosynthesis	
CHST1	carbohydrate sulfotransferase 1	HGNC:1969	11p11.2	Keratan sulfate biosynthesis	
CHST2	carbohydrate sulfotransferase 2	HGNC:1970	3q24	Keratan sulfate biosynthesis	
CHST3	carbohydrate sulfotransferase 3	HGNC:1971	10q22.1	Keratan sulfate biosynthesis	
CHST4	carbohydrate sulfotransferase 4	HGNC:1972	16q22.2	Keratan sulfate biosynthesis	
CHST5	carbohydrate sulfotransferase 5	HGNC:1973	16q23.1	Keratan sulfate biosynthesis	
CHST6	carbohydrate sulfotransferase 6	HGNC:6938	16q23.1	Keratan sulfate biosynthesis	
CHST7	carbohydrate sulfotransferase 7	HGNC:13817	Xp11.3	Keratan sulfate biosynthesis	
ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	HGNC:10862	8q24.22	Keratan sulfate biosynthesis	
ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	HGNC:10863	16q22.1	Keratan sulfate biosynthesis	
ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	HGNC:10866	1p34.1	Keratan sulfate biosynthesis	
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	HGNC:10864	11q24.2	Keratan sulfate biosynthesis	
AGA	aspartylglucosaminidase	HGNC:318	4q34.3	Keratan sulfate degradation	
CTSA	cathepsin A	HGNC:9251	20q13.12	Keratan sulfate degradation	
ENGASE	endo-beta-N-acetylglucosaminidase	HGNC:24622	17q25.3	Keratan sulfate degradation	
FUCA1	alpha-L-fucosidase 1	HGNC:4006	1p36.11	Keratan sulfate degradation	
FUCA2	alpha-L-fucosidase 2	HGNC:4008	6q24.2	Keratan sulfate degradation	
GALNS	galactosamine (N-acetyl)-6-sulfatase	HGNC:4122	16q24.3	Keratan sulfate degradation	
GLB1	galactosidase beta 1	HGNC:4298	3p22.3	Keratan sulfate degradation	
GNS	glucosamine (N-acetyl)-6-sulfatase	HGNC:4422	12q14.3	Keratan sulfate degradation	
HEXA	hexosaminidase subunit alpha	HGNC:4878	15q23	Keratan sulfate degradation	
HEXB	hexosaminidase subunit beta	HGNC:4879	5q13.3	Keratan sulfate degradation	
HEXD	hexosaminidase D	HGNC:26307	17q25.3	Keratan sulfate degradation	
NAGA	alpha-N-acetylgalactosaminidase	HGNC:7631	22q13.2	Keratan sulfate degradation	
NEU1	neuraminidase 1	HGNC:7758	6p21.33	Keratan sulfate degradation	
ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2	Leukotriene metabolism	
ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21.1	Leukotriene metabolism	
ACOT1	acyl-CoA thioesterase 1	HGNC:33128	14q24.3	Leukotriene metabolism	
ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3	Leukotriene metabolism	
ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.3	Leukotriene metabolism	
ACOT6	acyl-CoA thioesterase 6	HGNC:33159	14q24.3	Leukotriene metabolism	
ACOT7	acyl-CoA thioesterase 7	HGNC:24157	1p36.31	Leukotriene metabolism	
ACOT8	acyl-CoA thioesterase 8	HGNC:15919	20q13.12	Leukotriene metabolism	
ACOX1	acyl-CoA oxidase 1	HGNC:119	17q25.1	Leukotriene metabolism	
ACOX2	acyl-CoA oxidase 2	HGNC:120	3p14.3	Leukotriene metabolism	
ACOX3	acyl-CoA oxidase 3, pristanoyl	HGNC:121	4p16.1	Leukotriene metabolism	
ACSBG1	acyl-CoA synthetase bubblegum family member 1	HGNC:29567	15q25.1	Leukotriene metabolism	
ACSBG2	acyl-CoA synthetase bubblegum family member 2	HGNC:24174	19p13.3	Leukotriene metabolism	
ACSL1	acyl-CoA synthetase long chain family member 1	HGNC:3569	4q35.1	Leukotriene metabolism	
ACSL3	acyl-CoA synthetase long chain family member 3	HGNC:3570	2q36.1	Leukotriene metabolism	
ACSL4	acyl-CoA synthetase long chain family member 4	HGNC:3571	Xq23	Leukotriene metabolism	
ACSL5	acyl-CoA synthetase long chain family member 5	HGNC:16526	10q25.2	Leukotriene metabolism	
ACSL6	acyl-CoA synthetase long chain family member 6	HGNC:16496	5q31.1	Leukotriene metabolism	
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	HGNC:249	4q23	Leukotriene metabolism	
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	HGNC:250	4q23	Leukotriene metabolism	
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	HGNC:251	4q23	Leukotriene metabolism	
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	HGNC:252	4q23	Leukotriene metabolism	
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	HGNC:253	4q23	Leukotriene metabolism	
ADH6	alcohol dehydrogenase 6 (class V)	HGNC:255	4q23	Leukotriene metabolism	
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	HGNC:256	4q23	Leukotriene metabolism	
ADHFE1	alcohol dehydrogenase iron containing 1	HGNC:16354	8q13.1	Leukotriene metabolism	
AKR1B10	aldo-keto reductase family 1 member B10	HGNC:382	7q33	Leukotriene metabolism	
AKR1B15	aldo-keto reductase family 1 member B15	HGNC:37281	7q33	Leukotriene metabolism	
AKR1C1	aldo-keto reductase family 1 member C1	HGNC:384	10p15.1	Leukotriene metabolism	
AKR1C4	aldo-keto reductase family 1 member C4	HGNC:387	10p15.1	Leukotriene metabolism	
ALDH1B1	aldehyde dehydrogenase 1 family member B1	HGNC:407	9p13.1	Leukotriene metabolism	
ALDH2	aldehyde dehydrogenase 2 family member	HGNC:404	12q24.12	Leukotriene metabolism	
ALDH3A2	aldehyde dehydrogenase 3 family member A2	HGNC:403	17p11.2	Leukotriene metabolism	
ALDH7A1	aldehyde dehydrogenase 7 family member A1	HGNC:877	5q23.2	Leukotriene metabolism	
ALDH9A1	aldehyde dehydrogenase 9 family member A1	HGNC:412	1q24.1	Leukotriene metabolism	
ALOX12	arachidonate 12-lipoxygenase, 12S type	HGNC:429	17p13.1	Leukotriene metabolism	
ALOX5	arachidonate 5-lipoxygenase	HGNC:435	10q11.21	Leukotriene metabolism	
BAAT	bile acid-CoA:amino acid N-acyltransferase	HGNC:932	9q31.1	Leukotriene metabolism	
BDH2	3-hydroxybutyrate dehydrogenase 2	HGNC:32389	4q24	Leukotriene metabolism	
CBR1	carbonyl reductase 1	HGNC:1548	21q22.12	Leukotriene metabolism	
CBR3	carbonyl reductase 3	HGNC:1549	21q22.12	Leukotriene metabolism	
CBR4	carbonyl reductase 4	HGNC:25891	4q32.3	Leukotriene metabolism	
CTBP1	C-terminal binding protein 1	HGNC:2494	4p16.3	Leukotriene metabolism	
CYP19A1	cytochrome P450 family 19 subfamily A member 1	HGNC:2594	15q21.2	Leukotriene metabolism	
CYP1A1	cytochrome P450 family 1 subfamily A member 1	HGNC:2595	15q24.1	Leukotriene metabolism	
CYP1A2	cytochrome P450 family 1 subfamily A member 2	HGNC:2596	15q24.1	Leukotriene metabolism	
CYP1B1	cytochrome P450 family 1 subfamily B member 1	HGNC:2597	2p22.2	Leukotriene metabolism	
CYP2A13	cytochrome P450 family 2 subfamily A member 13	HGNC:2608	19q13.2	Leukotriene metabolism	
CYP2A6	cytochrome P450 family 2 subfamily A member 6	HGNC:2610	19q13.2	Leukotriene metabolism	
CYP2A7	cytochrome P450 family 2 subfamily A member 7	HGNC:2611	19q13.2	Leukotriene metabolism	
CYP2B6	cytochrome P450 family 2 subfamily B member 6	HGNC:2615	19q13.2	Leukotriene metabolism	
CYP2C18	cytochrome P450 family 2 subfamily C member 18	HGNC:2620	10q23.33	Leukotriene metabolism	
CYP2C19	cytochrome P450 family 2 subfamily C member 19	HGNC:2621	10q23.33	Leukotriene metabolism	
CYP2C8	cytochrome P450 family 2 subfamily C member 8	HGNC:2622	10q23.33	Leukotriene metabolism	
CYP2C9	cytochrome P450 family 2 subfamily C member 9	HGNC:2623	10q23.33	Leukotriene metabolism	
CYP2D6	cytochrome P450 family 2 subfamily D member 6	HGNC:2625	22q13.2	Leukotriene metabolism	
CYP2E1	cytochrome P450 family 2 subfamily E member 1	HGNC:2631	10q26.3	Leukotriene metabolism	
CYP2F1	cytochrome P450 family 2 subfamily F member 1	HGNC:2632	19q13.2	Leukotriene metabolism	
CYP2J2	cytochrome P450 family 2 subfamily J member 2	HGNC:2634	1p32.1	Leukotriene metabolism	
CYP2S1	cytochrome P450 family 2 subfamily S member 1	HGNC:15654	19q13.2	Leukotriene metabolism	
CYP2U1	cytochrome P450 family 2 subfamily U member 1	HGNC:20582	4q25	Leukotriene metabolism	
CYP3A4	cytochrome P450 family 3 subfamily A member 4	HGNC:2637	7q22.1	Leukotriene metabolism	
CYP3A43	cytochrome P450 family 3 subfamily A member 43	HGNC:17450	7q22.1	Leukotriene metabolism	
CYP3A5	cytochrome P450 family 3 subfamily A member 5	HGNC:2638	7q22.1	Leukotriene metabolism	
CYP3A7	cytochrome P450 family 3 subfamily A member 7	HGNC:2640	7q22.1	Leukotriene metabolism	
CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough	HGNC:51504	7q22.1	Leukotriene metabolism	
CYP4B1	cytochrome P450 family 4 subfamily B member 1	HGNC:2644	1p33	Leukotriene metabolism	
CYP4F11	cytochrome P450 family 4 subfamily F member 11	HGNC:13265	19p13.12	Leukotriene metabolism	
CYP4F12	cytochrome P450 family 4 subfamily F member 12	HGNC:18857	19p13.12	Leukotriene metabolism	
CYP4F2	cytochrome P450 family 4 subfamily F member 2	HGNC:2645	19p13.12	Leukotriene metabolism	
CYP4F22	cytochrome P450 family 4 subfamily F member 22	HGNC:26820	19p13.12	Leukotriene metabolism	
CYP4F3	cytochrome P450 family 4 subfamily F member 3	HGNC:2646	19p13.12	Leukotriene metabolism	
CYP4F8	cytochrome P450 family 4 subfamily F member 8	HGNC:2648	19p13.12	Leukotriene metabolism	
CYP4X1	cytochrome P450 family 4 subfamily X member 1	HGNC:20244	1p33	Leukotriene metabolism	
CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	HGNC:20583	1p33	Leukotriene metabolism	
DECR1	2,4-dienoyl-CoA reductase 1	HGNC:2753	8q21.3	Leukotriene metabolism	
DECR2	2,4-dienoyl-CoA reductase 2	HGNC:2754	16p13.3	Leukotriene metabolism	
DGAT2L6	diacylglycerol O-acyltransferase 2 like 6	HGNC:23250	Xq13.1	Leukotriene metabolism	
DHRS2	dehydrogenase/reductase 2	HGNC:18349	14q11.2	Leukotriene metabolism	
DHRS4	dehydrogenase/reductase 4	HGNC:16985	14q11.2	Leukotriene metabolism	
DPEP1	dipeptidase 1	HGNC:3002	16q24.3	Leukotriene metabolism	
DPEP2	dipeptidase 2	HGNC:23028	16q22.1	Leukotriene metabolism	
DPEP3	dipeptidase 3	HGNC:23029	16q22.1	Leukotriene metabolism	
ECHS1	enoyl-CoA hydratase, short chain 1	HGNC:3151	10q26.3	Leukotriene metabolism	
ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3	Leukotriene metabolism	
ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p25.2	Leukotriene metabolism	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Leukotriene metabolism	
ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	HGNC:24645	18q11.2	Leukotriene metabolism	
ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	HGNC:27230	8p21.1	Leukotriene metabolism	
GGT1	gamma-glutamyltransferase 1	HGNC:4250	22q11.23	Leukotriene metabolism	
GGT2	gamma-glutamyltransferase 2	HGNC:4251	22q11.21	Leukotriene metabolism	
GGT5	gamma-glutamyltransferase 5	HGNC:4260	22q11.23	Leukotriene metabolism	
GGT6	gamma-glutamyltransferase 6	HGNC:26891	17p13.2	Leukotriene metabolism	
GGT7	gamma-glutamyltransferase 7	HGNC:4259	20q11.22	Leukotriene metabolism	
GGTLC1	gamma-glutamyltransferase light chain 1	HGNC:16437	20p11.21	Leukotriene metabolism	
GGTLC2	gamma-glutamyltransferase light chain 2	HGNC:18596	22q11.22	Leukotriene metabolism	
GGTLC3	gamma-glutamyltransferase light chain family member 3	HGNC:33426	22q11.21	Leukotriene metabolism	
GLYATL3	glycine-N-acyltransferase like 3	HGNC:21349	6p12.3	Leukotriene metabolism	
GSTA1	glutathione S-transferase alpha 1	HGNC:4626	6p12.2	Leukotriene metabolism	
GSTA2	glutathione S-transferase alpha 2	HGNC:4627	6p12.2	Leukotriene metabolism	
GSTA3	glutathione S-transferase alpha 3	HGNC:4628	6p12.2	Leukotriene metabolism	
GSTA4	glutathione S-transferase alpha 4	HGNC:4629	6p12.2	Leukotriene metabolism	
GSTA5	glutathione S-transferase alpha 5	HGNC:19662	6p12.2	Leukotriene metabolism	
GSTK1	glutathione S-transferase kappa 1	HGNC:16906	7q34	Leukotriene metabolism	
GSTM1	glutathione S-transferase mu 1	HGNC:4632	1p13.3	Leukotriene metabolism	
GSTM2	glutathione S-transferase mu 2	HGNC:4634	1p13.3	Leukotriene metabolism	
GSTM3	glutathione S-transferase mu 3	HGNC:4635	1p13.3	Leukotriene metabolism	
GSTM4	glutathione S-transferase mu 4	HGNC:4636	1p13.3	Leukotriene metabolism	
GSTM5	glutathione S-transferase mu 5	HGNC:4637	1p13.3	Leukotriene metabolism	
GSTO1	glutathione S-transferase omega 1	HGNC:13312	10q25.1	Leukotriene metabolism	
GSTO2	glutathione S-transferase omega 2	HGNC:23064	10q25.1	Leukotriene metabolism	
GSTP1	glutathione S-transferase pi 1	HGNC:4638	11q13.2	Leukotriene metabolism	
GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)	HGNC:4642	22q11.23	Leukotriene metabolism	
GSTT2B	glutathione S-transferase theta 2B	HGNC:33437	22q11.23	Leukotriene metabolism	
GSTZ1	glutathione S-transferase zeta 1	HGNC:4643	14q24.3	Leukotriene metabolism	
HADH	hydroxyacyl-CoA dehydrogenase	HGNC:4799	4q25	Leukotriene metabolism	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Leukotriene metabolism	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Leukotriene metabolism	
HHAT	hedgehog acyltransferase	HGNC:18270	1q32.2	Leukotriene metabolism	
HPGD	15-hydroxyprostaglandin dehydrogenase	HGNC:5154	4q34.1	Leukotriene metabolism	
HPGDS	hematopoietic prostaglandin D synthase	HGNC:17890	4q22.3	Leukotriene metabolism	
PLAAT2	phospholipase A and acyltransferase 2	HGNC:17824	11q12.3	Leukotriene metabolism	
HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	HGNC:30419	19p13.3	Leukotriene metabolism	
HSD11B2	hydroxysteroid 11-beta dehydrogenase 2	HGNC:5209	16q22.1	Leukotriene metabolism	
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HGNC:4800	Xp11.22	Leukotriene metabolism	
HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	HGNC:22960	4q22.1	Leukotriene metabolism	
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	HGNC:18646	11p11.2	Leukotriene metabolism	
HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	HGNC:23238	19q13.33	Leukotriene metabolism	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	HGNC:5213	5q23.1	Leukotriene metabolism	
HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	HGNC:3554	6p21.32	Leukotriene metabolism	
HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	HGNC:18324	16p11.2	Leukotriene metabolism	
HTATIP2	HIV-1 Tat interactive protein 2	HGNC:16637	11p15.1	Leukotriene metabolism	
LCLAT1	lysocardiolipin acyltransferase 1	HGNC:26756	2p23.1	Leukotriene metabolism	
LIPT1	lipoyltransferase 1	HGNC:29569	2q11.2	Leukotriene metabolism	
LPCAT1	lysophosphatidylcholine acyltransferase 1	HGNC:25718	5p15.33	Leukotriene metabolism	
LPCAT2	lysophosphatidylcholine acyltransferase 2	HGNC:26032	16q12.2	Leukotriene metabolism	
LPCAT3	lysophosphatidylcholine acyltransferase 3	HGNC:30244	12p13.31	Leukotriene metabolism	
LPCAT4	lysophosphatidylcholine acyltransferase 4	HGNC:30059	15q14	Leukotriene metabolism	
LPGAT1	lysophosphatidylglycerol acyltransferase 1	HGNC:28985	1q32.3	Leukotriene metabolism	
LTA4H	leukotriene A4 hydrolase	HGNC:6710	12q23.1	Leukotriene metabolism	
LTC4S	leukotriene C4 synthase	HGNC:6719	5q35.3	Leukotriene metabolism	
MBOAT1	membrane bound O-acyltransferase domain containing 1	HGNC:21579	6p22.3	Leukotriene metabolism	
MBOAT2	membrane bound O-acyltransferase domain containing 2	HGNC:25193	2p25.1	Leukotriene metabolism	
MBOAT4	membrane bound O-acyltransferase domain containing 4	HGNC:32311	8p12	Leukotriene metabolism	
MBOAT7	membrane bound O-acyltransferase domain containing 7	HGNC:15505	19q13.42	Leukotriene metabolism	
MDH1B	malate dehydrogenase 1B	HGNC:17836	2q33.3	Leukotriene metabolism	
MEIKIN	meiotic kinetochore factor	HGNC:51253	5q31.1	Leukotriene metabolism	
MGST1	microsomal glutathione S-transferase 1	HGNC:7061	12p12.3	Leukotriene metabolism	
MGST2	microsomal glutathione S-transferase 2	HGNC:7063	4q31.1	Leukotriene metabolism	
MGST3	microsomal glutathione S-transferase 3	HGNC:7064	1q24.1	Leukotriene metabolism	
MYO5B	myosin VB	HGNC:7603	18q	Leukotriene metabolism	
NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit	HGNC:18704	Xq28	Leukotriene metabolism	
NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit	HGNC:15908	20p11.23	Leukotriene metabolism	
NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit	HGNC:25845	11q13.1	Leukotriene metabolism	
NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit	HGNC:29533	3q13.31	Leukotriene metabolism	
NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit	HGNC:25875	16p13.3	Leukotriene metabolism	
NAA80	N-alpha-acetyltransferase 80, NatH catalytic subunit	HGNC:30252	3p21.31	Leukotriene metabolism	
NAT10	N-acetyltransferase 10	HGNC:29830	11p13	Leukotriene metabolism	
NAT14	N-acetyltransferase 14 (putative)	HGNC:28918	19q13.42	Leukotriene metabolism	
NAT16	N-acetyltransferase 16 (putative)	HGNC:22030	7q22.1	Leukotriene metabolism	
NAT8	N-acetyltransferase 8 (putative)	HGNC:18069	2p13.1	Leukotriene metabolism	
NAT9	N-acetyltransferase 9 (putative)	HGNC:23133	17q25.2	Leukotriene metabolism	
PLA2G15	phospholipase A2 group XV	HGNC:17163	16q22.1	Leukotriene metabolism	
PNPLA3	patatin like phospholipase domain containing 3	HGNC:18590	22q13.31	Leukotriene metabolism	
PORCN	porcupine O-acyltransferase	HGNC:17652	Xp11.23	Leukotriene metabolism	
